WARD,NEIGHBOURHOOD_NUMBER,STRUCTURE_TYPE,OCCUPIED,UNOCCUPIED,NO_LONGER_IN_USE,NO_RESPONSE
Ward 7,2330,Duplex/Fourplex,33,3,11,0
Ward 7,2330,Row House,0,0,0,0
Ward 7,2330,Apartment (5+ stories),0,0,0,0
Ward 7,2330,Apartment (1-4 stories),54,6,9,0
Ward 7,2330,Manufactured/Mobile Home,0,0,0,0
Ward 7,2330,Institution/Collective Residence,66,8,1,0
Ward 7,2330,Hotel/Motel,1,0,0,0
Ward 7,2330,RV/Tent/Other,0,0,0,0
Ward 7,2330,No Response,0,0,0,0
Ward 7,2360,Single Detached House,0,0,0,0
Ward 7,2360,Duplex/Fourplex,0,0,0,0
Ward 7,2360,Row House,0,0,0,0
Ward 7,2360,Apartment (5+ stories),0,0,0,0
Ward 7,2360,Apartment (1-4 stories),0,0,0,0
Ward 7,2360,Manufactured/Mobile Home,0,0,0,0
Ward 7,2360,Institution/Collective Residence,0,0,0,0
Ward 7,2360,Hotel/Motel,0,0,0,0
Ward 7,2360,RV/Tent/Other,0,0,0,0
Ward 7,2360,No Response,0,0,0,0
Ward 7,2400,Single Detached House,535,11,3,0
Ward 7,2400,Duplex/Fourplex,34,0,0,0
Ward 7,2400,Row House,358,14,1,0
Ward 7,2400,Apartment (5+ stories),118,0,0,0
Ward 7,2400,Apartment (1-4 stories),140,37,0,0
Ward 7,2400,Manufactured/Mobile Home,0,0,0,0
Ward 7,2400,Institution/Collective Residence,31,0,1,0
Ward 7,2400,Hotel/Motel,0,0,0,0
Ward 7,2400,RV/Tent/Other,0,0,0,0
Ward 7,2400,No Response,0,0,0,0
Ward 7,2420,Single Detached House,691,34,52,0
Ward 7,2420,Duplex/Fourplex,343,36,43,0
Ward 7,2420,Row House,277,9,3,0
Ward 7,2420,Apartment (5+ stories),0,0,0,0
Ward 7,2420,Apartment (1-4 stories),418,20,3,0
Ward 7,2420,Manufactured/Mobile Home,0,0,0,0
Ward 7,2420,Institution/Collective Residence,1,0,1,0
Ward 7,2420,Hotel/Motel,0,0,0,0
Ward 7,2420,RV/Tent/Other,1,0,0,0
Ward 7,2420,No Response,0,0,0,0
Ward 7,2550,Single Detached House,1040,87,72,0
Ward 7,2550,Duplex/Fourplex,94,14,14,0
Ward 7,2550,Row House,31,2,1,0
Ward 7,2550,Apartment (5+ stories),0,0,0,0
Ward 7,2550,Apartment (1-4 stories),229,17,6,0
Ward 7,2550,Manufactured/Mobile Home,0,0,0,0
Ward 7,2550,Institution/Collective Residence,19,23,5,0
Ward 7,2550,Hotel/Motel,1,0,0,0
Ward 7,2550,RV/Tent/Other,0,0,0,0
Ward 7,2550,No Response,0,0,0,0
Ward 7,2560,Single Detached House,1071,40,46,0
Ward 7,2560,Duplex/Fourplex,44,5,6,0
Ward 7,2560,Row House,3,2,1,0
Ward 7,2560,Apartment (5+ stories),0,0,0,0
Ward 7,2560,Apartment (1-4 stories),103,12,13,0
Ward 7,2560,Manufactured/Mobile Home,0,0,0,0
Ward 7,2560,Institution/Collective Residence,2,0,0,0
Ward 7,2560,Hotel/Motel,0,0,0,0
Ward 7,2560,RV/Tent/Other,2,0,0,0
Ward 7,2560,No Response,0,0,0,0
Ward 7,2580,Single Detached House,821,6,6,0
Ward 7,2580,Duplex/Fourplex,1,0,1,0
Ward 7,2580,Row House,247,7,1,0
Ward 7,2580,Apartment (5+ stories),0,0,0,0
Ward 7,2580,Apartment (1-4 stories),250,1,0,0
Ward 7,2580,Manufactured/Mobile Home,0,0,0,0
Ward 7,2580,Institution/Collective Residence,1,0,0,0
Ward 7,2580,Hotel/Motel,0,0,0,0
Ward 7,2580,RV/Tent/Other,0,0,0,0
Ward 7,2580,No Response,0,0,0,0
Ward 7,2640,Single Detached House,0,0,0,0
Ward 7,2640,Duplex/Fourplex,0,0,0,0
Ward 7,2640,Row House,0,0,0,0
Ward 7,2640,Apartment (5+ stories),0,0,0,0
Ward 7,2640,Apartment (1-4 stories),0,0,0,0
Ward 7,2640,Manufactured/Mobile Home,0,0,0,0
Ward 7,2640,Institution/Collective Residence,0,0,0,0
Ward 7,2640,Hotel/Motel,0,0,0,0
Ward 7,2640,RV/Tent/Other,0,0,0,0
Ward 7,2640,No Response,0,0,0,0
Ward 7,2650,Single Detached House,0,0,0,0
Ward 7,2650,Duplex/Fourplex,0,0,0,0
Ward 7,2650,Row House,0,0,0,0
Ward 7,2650,Apartment (5+ stories),0,0,0,0
Ward 7,2650,Apartment (1-4 stories),0,0,0,0
Ward 7,2650,Manufactured/Mobile Home,0,0,0,0
Ward 7,2650,Institution/Collective Residence,0,0,0,0
Ward 7,2650,Hotel/Motel,0,0,0,0
Ward 7,2650,RV/Tent/Other,0,0,0,0
Ward 7,2650,No Response,0,0,0,0
Ward 7,2660,Single Detached House,579,10,1,0
Ward 7,2660,Duplex/Fourplex,40,5,0,0
Ward 7,2660,Row House,370,12,8,0
Ward 7,2660,Apartment (5+ stories),0,0,0,0
Ward 7,2660,Apartment (1-4 stories),408,3,3,0
Ward 7,2660,Manufactured/Mobile Home,0,0,0,0
Ward 7,2660,Institution/Collective Residence,0,0,0,0
Ward 7,2660,Hotel/Motel,0,0,0,0
Ward 7,2660,RV/Tent/Other,1,0,0,0
Ward 7,2660,No Response,0,0,0,0
Ward 8,5040,Single Detached House,732,15,46,0
Ward 8,5040,Duplex/Fourplex,4,0,8,0
Ward 8,5040,Row House,0,0,0,0
Ward 8,5040,Apartment (5+ stories),0,0,0,0
Ward 8,5040,Apartment (1-4 stories),204,2,4,0
Ward 8,5040,Manufactured/Mobile Home,0,0,0,0
Ward 8,5040,Institution/Collective Residence,0,0,0,0
Ward 8,5040,Hotel/Motel,0,0,0,0
Ward 8,5040,RV/Tent/Other,0,0,0,0
Ward 8,5040,No Response,0,0,0,0
Ward 8,5151,Single Detached House,0,0,0,0
Ward 8,5151,Duplex/Fourplex,0,0,0,0
Ward 8,5151,Row House,0,0,0,0
Ward 8,5151,Apartment (5+ stories),0,0,0,0
Ward 8,5151,Apartment (1-4 stories),0,0,0,0
Ward 8,5151,Manufactured/Mobile Home,0,0,0,0
Ward 8,5151,Institution/Collective Residence,0,0,0,0
Ward 8,5151,Hotel/Motel,0,0,0,0
Ward 8,5151,RV/Tent/Other,0,0,0,0
Ward 8,5151,No Response,0,0,0,0
Ward 8,5200,Single Detached House,641,95,138,0
Ward 8,5200,Duplex/Fourplex,121,45,44,0
Ward 8,5200,Row House,93,26,13,0
Ward 8,5200,Apartment (5+ stories),3318,384,134,0
Ward 8,5200,Apartment (1-4 stories),1230,136,52,0
Ward 8,5200,Manufactured/Mobile Home,0,0,0,0
Ward 8,5200,Institution/Collective Residence,115,37,37,0
Ward 8,5200,Hotel/Motel,0,1,0,0
Ward 8,5200,RV/Tent/Other,0,0,0,0
Ward 8,5200,No Response,0,0,0,0
Ward 8,5290,Single Detached House,841,81,182,0
Ward 8,5290,Duplex/Fourplex,207,25,54,0
Ward 8,5290,Row House,18,0,1,0
Ward 8,5290,Apartment (5+ stories),0,0,0,0
Ward 8,5290,Apartment (1-4 stories),21,1,5,0
Ward 8,5290,Manufactured/Mobile Home,0,0,0,0
Ward 8,5290,Institution/Collective Residence,0,0,3,0
Ward 8,5290,Hotel/Motel,0,0,0,0
Ward 8,5290,RV/Tent/Other,0,0,0,0
Ward 8,5290,No Response,0,0,0,0
Ward 8,5330,Single Detached House,881,71,139,0
Ward 8,5330,Duplex/Fourplex,119,19,33,0
Ward 8,5330,Row House,3,0,2,0
Ward 8,5330,Apartment (5+ stories),191,30,5,0
Ward 8,5330,Apartment (1-4 stories),1596,45,25,0
Ward 8,5330,Manufactured/Mobile Home,0,0,0,0
Ward 8,5330,Institution/Collective Residence,58,0,15,0
Ward 8,5330,Hotel/Motel,1,0,0,0
Ward 8,5330,RV/Tent/Other,0,0,0,0
Ward 8,5330,No Response,0,0,0,0
Ward 8,5370,Single Detached House,0,0,0,0
Ward 8,5370,Duplex/Fourplex,0,0,0,0
Ward 8,5370,Row House,0,0,0,0
Ward 8,5370,Apartment (5+ stories),0,0,0,0
Ward 8,5370,Apartment (1-4 stories),0,0,0,0
Ward 8,5370,Manufactured/Mobile Home,0,0,0,0
Ward 8,5370,Institution/Collective Residence,0,0,0,0
Ward 8,5370,Hotel/Motel,0,0,0,0
Ward 8,5370,RV/Tent/Other,0,0,0,0
Ward 8,5370,No Response,0,0,0,0
Ward 8,5390,Single Detached House,0,0,0,0
Ward 8,5390,Duplex/Fourplex,0,0,0,0
Ward 8,5390,Row House,0,0,0,0
Ward 8,5390,Apartment (5+ stories),0,0,0,0
Ward 8,5390,Apartment (1-4 stories),0,0,0,0
Ward 8,5390,Manufactured/Mobile Home,0,0,0,0
Ward 8,5390,Institution/Collective Residence,0,0,0,0
Ward 8,5390,Hotel/Motel,0,0,0,0
Ward 8,5390,RV/Tent/Other,0,0,0,0
Ward 8,5390,No Response,0,0,0,0
Ward 8,5480,Single Detached House,1386,55,268,0
Ward 8,5480,Duplex/Fourplex,266,13,100,0
Ward 8,5480,Row House,22,0,0,0
Ward 8,5480,Apartment (5+ stories),1302,51,73,0
Ward 8,5480,Apartment (1-4 stories),2575,107,84,0
Ward 8,5480,Manufactured/Mobile Home,1,0,0,0
Ward 8,5480,Institution/Collective Residence,26,1,11,0
Ward 8,5480,Hotel/Motel,1,2,0,0
Ward 8,5480,RV/Tent/Other,0,0,1,0
Ward 8,5480,No Response,0,0,0,0
Ward 8,5520,Single Detached House,0,0,0,0
Ward 8,5520,Duplex/Fourplex,0,0,0,0
Ward 8,5520,Row House,0,0,0,0
Ward 8,5520,Apartment (5+ stories),0,0,0,0
Ward 8,5520,Apartment (1-4 stories),0,0,0,0
Ward 8,5520,Manufactured/Mobile Home,0,0,0,0
Ward 8,5520,Institution/Collective Residence,0,0,0,0
Ward 8,5520,Hotel/Motel,0,0,0,0
Ward 8,5520,RV/Tent/Other,0,0,0,0
Ward 8,5520,No Response,0,0,0,0
Ward 8,5580,Single Detached House,465,24,18,0
Ward 8,5580,Duplex/Fourplex,5,3,3,0
Ward 8,5580,Row House,0,0,0,0
Ward 8,5580,Apartment (5+ stories),0,0,0,0
Ward 8,5580,Apartment (1-4 stories),0,0,0,0
Ward 8,5580,Manufactured/Mobile Home,0,0,0,0
Ward 8,5580,Institution/Collective Residence,0,0,0,0
Ward 8,5580,Hotel/Motel,0,0,0,0
Ward 8,5580,RV/Tent/Other,0,0,0,0
Ward 8,5580,No Response,0,0,0,0
Ward 8,6040,Single Detached House,1041,84,203,0
Ward 8,6040,Duplex/Fourplex,363,26,56,0
Ward 8,6040,Row House,19,3,11,0
Ward 8,6040,Apartment (5+ stories),213,3,9,0
Ward 8,6040,Apartment (1-4 stories),586,61,13,0
Ward 8,6040,Manufactured/Mobile Home,0,0,0,0
Ward 8,6040,Institution/Collective Residence,41,1,25,0
Ward 8,6040,Hotel/Motel,0,0,0,0
Ward 8,6040,RV/Tent/Other,0,0,0,0
Ward 8,6040,No Response,0,0,0,0
Ward 8,6061,Single Detached House,1077,26,9,0
Ward 8,6061,Duplex/Fourplex,0,0,0,0
Ward 8,6061,Row House,0,0,0,0
Ward 8,6061,Apartment (5+ stories),0,0,0,0
Ward 8,6061,Apartment (1-4 stories),0,0,0,0
Ward 8,6061,Manufactured/Mobile Home,0,0,0,0
Ward 8,6061,Institution/Collective Residence,0,0,0,0
Ward 8,6061,Hotel/Motel,0,0,0,0
Ward 8,6061,RV/Tent/Other,0,0,0,0
Ward 8,6061,No Response,0,0,0,0
Ward 8,6070,Single Detached House,164,14,22,0
Ward 8,6070,Duplex/Fourplex,41,1,0,0
Ward 8,6070,Row House,39,5,3,0
Ward 8,6070,Apartment (5+ stories),0,0,0,0
Ward 8,6070,Apartment (1-4 stories),189,21,9,0
Ward 8,6070,Manufactured/Mobile Home,0,0,0,0
Ward 8,6070,Institution/Collective Residence,0,0,0,0
Ward 8,6070,Hotel/Motel,0,0,0,0
Ward 8,6070,RV/Tent/Other,0,0,0,0
Ward 8,6070,No Response,0,0,0,0
Ward 8,6180,Single Detached House,0,0,0,0
Ward 8,6180,Duplex/Fourplex,0,0,0,0
Ward 8,6180,Row House,0,0,0,0
Ward 8,6180,Apartment (5+ stories),0,0,0,0
Ward 8,6180,Apartment (1-4 stories),0,0,0,0
Ward 8,6180,Manufactured/Mobile Home,0,0,0,0
Ward 8,6180,Institution/Collective Residence,0,0,0,0
Ward 8,6180,Hotel/Motel,0,0,0,0
Ward 8,6180,RV/Tent/Other,0,0,0,0
Ward 8,6180,No Response,0,0,0,0
Ward 8,6230,Single Detached House,1344,78,135,0
Ward 8,6230,Duplex/Fourplex,249,21,36,0
Ward 8,6230,Row House,50,9,109,0
Ward 8,6230,Apartment (5+ stories),0,0,0,0
Ward 8,6230,Apartment (1-4 stories),214,13,15,0
Ward 8,6230,Manufactured/Mobile Home,0,0,0,0
Ward 8,6230,Institution/Collective Residence,91,5,2,0
Ward 8,6230,Hotel/Motel,1,0,0,0
Ward 8,6230,RV/Tent/Other,1,0,0,0
Ward 8,6230,No Response,0,0,0,0
Ward 8,6240,Single Detached House,808,15,14,0
Ward 8,6240,Duplex/Fourplex,10,0,3,0
Ward 8,6240,Row House,0,0,0,0
Ward 8,6240,Apartment (5+ stories),0,0,0,0
Ward 8,6240,Apartment (1-4 stories),139,0,0,0
Ward 8,6240,Manufactured/Mobile Home,0,0,0,0
Ward 8,6240,Institution/Collective Residence,1,0,0,0
Ward 8,6240,Hotel/Motel,0,0,0,0
Ward 8,6240,RV/Tent/Other,0,0,0,0
Ward 8,6240,No Response,0,0,0,0
Ward 8,6270,Single Detached House,881,15,12,0
Ward 8,6270,Duplex/Fourplex,5,0,0,0
Ward 8,6270,Row House,214,0,3,0
Ward 8,6270,Apartment (5+ stories),0,0,0,0
Ward 8,6270,Apartment (1-4 stories),38,1,0,0
Ward 8,6270,Manufactured/Mobile Home,0,0,0,0
Ward 8,6270,Institution/Collective Residence,0,0,0,0
Ward 8,6270,Hotel/Motel,0,0,0,0
Ward 8,6270,RV/Tent/Other,0,0,0,0
Ward 8,6270,No Response,0,0,0,0
Ward 8,6310,Single Detached House,1051,19,40,0
Ward 8,6310,Duplex/Fourplex,151,9,21,0
Ward 8,6310,Row House,95,2,28,0
Ward 8,6310,Apartment (5+ stories),89,2,3,0
Ward 8,6310,Apartment (1-4 stories),116,5,0,0
Ward 8,6310,Manufactured/Mobile Home,1,0,0,0
Ward 8,6310,Institution/Collective Residence,38,0,1,0
Ward 8,6310,Hotel/Motel,0,0,0,0
Ward 8,6310,RV/Tent/Other,0,0,0,0
Ward 8,6310,No Response,0,0,0,0
Ward 8,6320,Single Detached House,538,12,26,0
Ward 8,6320,Duplex/Fourplex,47,3,1,0
Ward 8,6320,Row House,0,0,0,0
Ward 8,6320,Apartment (5+ stories),101,4,0,0
Ward 8,6320,Apartment (1-4 stories),241,29,9,0
Ward 8,6320,Manufactured/Mobile Home,1,0,0,0
Ward 8,6320,Institution/Collective Residence,1,0,17,0
Ward 8,6320,Hotel/Motel,0,0,0,0
Ward 8,6320,RV/Tent/Other,0,0,0,0
Ward 8,6320,No Response,0,0,0,0
Ward 8,6350,Single Detached House,874,18,5,0
Ward 8,6350,Duplex/Fourplex,121,10,5,0
Ward 8,6350,Row House,5,3,5,0
Ward 8,6350,Apartment (5+ stories),0,0,0,0
Ward 8,6350,Apartment (1-4 stories),74,0,0,0
Ward 8,6350,Manufactured/Mobile Home,0,0,0,0
Ward 8,6350,Institution/Collective Residence,0,0,0,0
Ward 8,6350,Hotel/Motel,0,0,0,0
Ward 8,6350,RV/Tent/Other,1,0,0,0
Ward 8,6350,No Response,0,0,0,0
Ward 8,6380,Single Detached House,0,0,0,0
Ward 8,6380,Duplex/Fourplex,0,0,0,0
Ward 8,6380,Row House,0,0,0,0
Ward 8,6380,Apartment (5+ stories),0,0,0,0
Ward 8,6380,Apartment (1-4 stories),0,0,0,0
Ward 8,6380,Manufactured/Mobile Home,0,0,0,0
Ward 8,6380,Institution/Collective Residence,1,0,0,0
Ward 8,6380,Hotel/Motel,0,0,0,0
Ward 8,6380,RV/Tent/Other,2,0,0,0
Ward 8,6380,No Response,0,0,0,0
Ward 8,6491,Single Detached House,0,0,0,0
Ward 8,6491,Duplex/Fourplex,0,0,0,0
Ward 8,6491,Row House,0,0,0,0
Ward 8,6491,Apartment (5+ stories),0,0,0,0
Ward 8,6491,Apartment (1-4 stories),0,0,0,0
Ward 8,6491,Manufactured/Mobile Home,0,0,0,0
Ward 8,6491,Institution/Collective Residence,0,0,0,0
Ward 8,6491,Hotel/Motel,0,0,0,0
Ward 8,6491,RV/Tent/Other,0,0,0,0
Ward 8,6491,No Response,0,0,0,0
Ward 8,6550,Single Detached House,2078,18,23,0
Ward 8,6550,Duplex/Fourplex,100,3,3,0
Ward 8,6550,Row House,11,0,3,0
Ward 8,6550,Apartment (5+ stories),0,0,0,0
Ward 8,6550,Apartment (1-4 stories),443,40,1,0
Ward 8,6550,Manufactured/Mobile Home,0,0,0,0
Ward 8,6550,Institution/Collective Residence,2,1,3,0
Ward 8,6550,Hotel/Motel,0,0,0,0
Ward 8,6550,RV/Tent/Other,0,0,0,0
Ward 8,6550,No Response,0,0,0,0
Ward 8,6620,Single Detached House,0,0,0,0
Ward 8,6620,Duplex/Fourplex,0,0,0,0
Ward 8,6620,Row House,0,0,0,0
Ward 8,6620,Apartment (5+ stories),0,0,0,0
Ward 8,6620,Apartment (1-4 stories),0,0,0,0
Ward 8,6620,Manufactured/Mobile Home,0,0,0,0
Ward 8,6620,Institution/Collective Residence,0,0,0,0
Ward 8,6620,Hotel/Motel,0,0,0,0
Ward 8,6620,RV/Tent/Other,0,0,0,0
Ward 8,6620,No Response,0,0,0,0
Ward 8,6630,Single Detached House,0,0,0,0
Ward 8,6630,Duplex/Fourplex,0,0,0,0
Ward 8,6630,Row House,0,0,0,0
Ward 8,6630,Apartment (5+ stories),0,0,0,0
Ward 8,6630,Apartment (1-4 stories),0,0,0,0
Ward 8,6630,Manufactured/Mobile Home,0,0,0,0
Ward 8,6630,Institution/Collective Residence,0,0,0,0
Ward 8,6630,Hotel/Motel,0,0,0,0
Ward 8,6630,RV/Tent/Other,0,0,0,0
Ward 8,6630,No Response,0,0,0,0
Ward 8,6710,Single Detached House,622,38,64,0
Ward 8,6710,Duplex/Fourplex,13,2,1,0
Ward 8,6710,Row House,4,0,7,0
Ward 8,6710,Apartment (5+ stories),292,5,92,0
Ward 8,6710,Apartment (1-4 stories),554,15,4,0
Ward 8,6710,Manufactured/Mobile Home,0,0,0,0
Ward 8,6710,Institution/Collective Residence,0,0,0,0
Ward 8,6710,Hotel/Motel,0,0,0,0
Ward 8,6710,RV/Tent/Other,0,0,0,0
Ward 8,6710,No Response,0,0,0,0
Ward 8,6730,Single Detached House,499,2,49,0
Ward 8,6730,Duplex/Fourplex,43,0,20,0
Ward 8,6730,Row House,2,1,11,0
Ward 8,6730,Apartment (5+ stories),235,0,0,0
Ward 8,6730,Apartment (1-4 stories),278,5,12,0
Ward 8,6730,Manufactured/Mobile Home,0,0,0,0
Ward 8,6730,Institution/Collective Residence,86,0,1,0
Ward 8,6730,Hotel/Motel,0,0,0,0
Ward 8,6730,RV/Tent/Other,0,0,0,0
Ward 8,6730,No Response,0,0,0,0
Ward 9,4013,Single Detached House,0,0,0,0
Ward 9,4013,Duplex/Fourplex,0,0,0,0
Ward 9,4013,Row House,0,0,0,0
Ward 9,4013,Apartment (5+ stories),0,0,0,0
Ward 9,4013,Apartment (1-4 stories),0,0,0,0
Ward 9,4013,Manufactured/Mobile Home,0,0,0,0
Ward 9,4013,Institution/Collective Residence,0,0,0,0
Ward 9,4013,Hotel/Motel,0,0,0,0
Ward 9,4013,RV/Tent/Other,0,0,0,0
Ward 9,4013,No Response,0,0,0,0
Ward 9,4014,Single Detached House,0,0,0,0
Ward 9,4014,Duplex/Fourplex,0,0,0,0
Ward 9,4014,Row House,0,0,0,0
Ward 9,4014,Apartment (5+ stories),0,0,0,0
Ward 9,4014,Apartment (1-4 stories),0,0,0,0
Ward 9,4014,Manufactured/Mobile Home,0,0,0,0
Ward 9,4014,Institution/Collective Residence,0,0,0,0
Ward 9,4014,Hotel/Motel,0,0,0,0
Ward 9,4014,RV/Tent/Other,0,0,0,0
Ward 9,4014,No Response,0,0,0,0
Ward 9,5080,Single Detached House,300,8,3,0
Ward 9,5080,Duplex/Fourplex,35,0,0,0
Ward 9,5080,Row House,326,11,1,0
Ward 9,5080,Apartment (5+ stories),0,0,0,0
Ward 9,5080,Apartment (1-4 stories),394,19,22,0
Ward 9,5080,Manufactured/Mobile Home,0,0,0,0
Ward 9,5080,Institution/Collective Residence,0,0,0,0
Ward 9,5080,Hotel/Motel,0,0,0,0
Ward 9,5080,RV/Tent/Other,2,0,0,0
Ward 9,5080,No Response,0,0,0,0
Ward 9,5090,Single Detached House,586,2,5,0
Ward 9,5090,Duplex/Fourplex,0,0,0,0
Ward 9,5090,Row House,57,0,0,0
Ward 9,5090,Apartment (5+ stories),0,0,0,0
Ward 9,5090,Apartment (1-4 stories),74,0,0,0
Ward 9,5090,Manufactured/Mobile Home,0,0,0,0
Ward 9,5090,Institution/Collective Residence,0,0,0,0
Ward 9,5090,Hotel/Motel,0,0,0,0
Ward 9,5090,RV/Tent/Other,0,0,0,0
Ward 9,5090,No Response,0,0,0,0
Ward 9,5100,Single Detached House,1068,0,2,0
Ward 9,5100,Duplex/Fourplex,137,1,1,0
Ward 9,5100,Row House,0,0,0,0
Ward 9,5100,Apartment (5+ stories),0,0,0,0
Ward 9,5100,Apartment (1-4 stories),0,0,0,0
Ward 9,5100,Manufactured/Mobile Home,0,0,0,0
Ward 9,5100,Institution/Collective Residence,0,0,0,0
Ward 9,5100,Hotel/Motel,0,0,0,0
Ward 9,5100,RV/Tent/Other,0,0,0,0
Ward 9,5100,No Response,0,0,0,0
Ward 9,5130,Single Detached House,431,5,8,0
Ward 9,5130,Duplex/Fourplex,75,0,3,0
Ward 9,5130,Row House,99,1,2,0
Ward 9,5130,Apartment (5+ stories),0,0,0,0
Ward 9,5130,Apartment (1-4 stories),0,0,0,0
Ward 9,5130,Manufactured/Mobile Home,0,0,0,0
Ward 9,5130,Institution/Collective Residence,0,0,0,0
Ward 9,5130,Hotel/Motel,0,0,0,0
Ward 9,5130,RV/Tent/Other,0,0,0,0
Ward 9,5130,No Response,0,0,0,0
Ward 9,5190,Single Detached House,451,12,4,0
Ward 9,5190,Duplex/Fourplex,38,2,0,0
Ward 9,5190,Row House,54,1,0,0
Ward 9,5190,Apartment (5+ stories),0,0,0,0
Ward 9,5190,Apartment (1-4 stories),191,2,7,0
Ward 9,5190,Manufactured/Mobile Home,0,0,0,0
Ward 9,5190,Institution/Collective Residence,70,66,0,0
Ward 9,5190,Hotel/Motel,0,0,0,0
Ward 9,5190,RV/Tent/Other,1,0,0,0
Ward 9,5190,No Response,0,0,0,0
Ward 9,5230,Single Detached House,569,5,2,0
Ward 9,5230,Duplex/Fourplex,47,0,0,0
Ward 9,5230,Row House,0,0,0,0
Ward 9,5230,Apartment (5+ stories),0,0,0,0
Ward 9,5230,Apartment (1-4 stories),0,0,0,0
Ward 9,5230,Manufactured/Mobile Home,0,0,0,0
Ward 9,5230,Institution/Collective Residence,0,0,0,0
Ward 9,5230,Hotel/Motel,0,0,0,0
Ward 9,5230,RV/Tent/Other,1,0,0,0
Ward 9,5230,No Response,0,0,0,0
Ward 9,5300,Single Detached House,294,4,0,0
Ward 9,5300,Duplex/Fourplex,49,1,0,0
Ward 9,5300,Row House,9,1,0,0
Ward 9,5300,Apartment (5+ stories),0,0,0,0
Ward 9,5300,Apartment (1-4 stories),0,0,0,0
Ward 9,5300,Manufactured/Mobile Home,0,0,0,0
Ward 9,5300,Institution/Collective Residence,0,0,0,0
Ward 9,5300,Hotel/Motel,0,0,0,0
Ward 9,5300,RV/Tent/Other,4,0,0,0
Ward 9,5300,No Response,0,0,0,0
Ward 9,5340,Single Detached House,719,11,0,0
Ward 9,5340,Duplex/Fourplex,69,0,0,0
Ward 9,5340,Row House,106,0,0,0
Ward 9,5340,Apartment (5+ stories),0,0,0,0
Ward 9,5340,Apartment (1-4 stories),484,18,70,0
Ward 9,5340,Manufactured/Mobile Home,0,0,0,0
Ward 9,5340,Institution/Collective Residence,0,0,0,0
Ward 9,5340,Hotel/Motel,0,0,0,0
Ward 9,5340,RV/Tent/Other,0,0,0,0
Ward 9,5340,No Response,0,0,0,0
Ward 9,5350,Single Detached House,1007,7,8,0
Ward 9,5350,Duplex/Fourplex,114,3,0,0
Ward 9,5350,Row House,0,0,0,0
Ward 9,5350,Apartment (5+ stories),0,0,0,0
Ward 9,5350,Apartment (1-4 stories),0,0,0,0
Ward 9,5350,Manufactured/Mobile Home,0,0,0,0
Ward 9,5350,Institution/Collective Residence,0,0,0,0
Ward 9,5350,Hotel/Motel,0,0,0,0
Ward 9,5350,RV/Tent/Other,0,0,0,0
Ward 9,5350,No Response,0,0,0,0
Ward 9,5380,Single Detached House,0,0,0,0
Ward 9,5380,Duplex/Fourplex,0,0,0,0
Ward 9,5380,Row House,0,0,0,0
Ward 9,5380,Apartment (5+ stories),0,0,0,0
Ward 9,5380,Apartment (1-4 stories),0,0,0,0
Ward 9,5380,Manufactured/Mobile Home,0,0,0,0
Ward 9,5380,Institution/Collective Residence,0,0,0,0
Ward 9,5380,Hotel/Motel,0,0,0,0
Ward 9,5380,RV/Tent/Other,0,0,0,0
Ward 9,5380,No Response,0,0,0,0
Ward 9,5401,Single Detached House,0,0,0,0
Ward 9,5401,Duplex/Fourplex,0,0,0,0
Ward 9,5401,Row House,0,0,0,0
Ward 9,5401,Apartment (5+ stories),0,0,0,0
Ward 9,5401,Apartment (1-4 stories),0,0,0,0
Ward 9,5401,Manufactured/Mobile Home,0,0,0,0
Ward 9,5401,Institution/Collective Residence,0,0,0,0
Ward 9,5401,Hotel/Motel,0,0,0,0
Ward 9,5401,RV/Tent/Other,0,0,0,0
Ward 9,5401,No Response,0,0,0,0
Ward 9,5405,Single Detached House,0,0,0,0
Ward 9,5405,Duplex/Fourplex,0,0,0,0
Ward 9,5405,Row House,0,0,0,0
Ward 9,5405,Apartment (5+ stories),0,0,0,0
Ward 9,5405,Apartment (1-4 stories),0,0,0,0
Ward 9,5405,Manufactured/Mobile Home,0,0,0,0
Ward 9,5405,Institution/Collective Residence,0,0,0,0
Ward 9,5405,Hotel/Motel,0,0,0,0
Ward 9,5405,RV/Tent/Other,0,0,0,0
Ward 9,5405,No Response,0,0,0,0
Ward 9,5451,Single Detached House,154,7,0,0
Ward 9,5451,Duplex/Fourplex,34,1,0,0
Ward 9,5451,Row House,25,5,0,0
Ward 9,5451,Apartment (5+ stories),0,0,0,0
Ward 9,5451,Apartment (1-4 stories),0,0,0,0
Ward 9,5451,Manufactured/Mobile Home,0,0,0,0
Ward 9,5451,Institution/Collective Residence,0,0,0,0
Ward 9,5451,Hotel/Motel,0,0,0,0
Ward 9,5451,RV/Tent/Other,0,1,0,0
Ward 9,5451,No Response,0,0,0,0
Ward 9,5452,Single Detached House,1024,4,5,0
Ward 9,5452,Duplex/Fourplex,326,4,0,0
Ward 9,5452,Row House,0,0,0,0
Ward 9,5452,Apartment (5+ stories),0,0,0,0
Ward 9,5452,Apartment (1-4 stories),993,20,56,0
Ward 9,5452,Manufactured/Mobile Home,0,0,0,0
Ward 9,5452,Institution/Collective Residence,0,0,0,0
Ward 9,5452,Hotel/Motel,0,0,0,0
Ward 9,5452,RV/Tent/Other,1,0,0,0
Ward 9,5452,No Response,0,0,0,0
Ward 9,5453,Single Detached House,702,4,3,0
